"imdb_id"	"synopsis_source"
"tt0134619"	"wikipedia"
"tt1172203"	"wikipedia"
"tt0086050"	"imdb"
"tt0898367"	"imdb"
"tt0245429"	"imdb"
"tt0357182"	"imdb"
"tt0119223"	"imdb"
"tt5460276"	"imdb"
"tt1227537"	"imdb"
"tt0274117"	"wikipedia"
"tt0365265"	"imdb"
"tt0111293"	"imdb"
"tt0289879"	"wikipedia"
"tt0829150"	"wikipedia"
"tt0068327"	"imdb"
"tt0073768"	"wikipedia"
"tt0147612"	"imdb"
"tt0947798"	"imdb"
"tt3647498"	"imdb"
"tt0095655"	"imdb"
"tt0065761"	"imdb"
"tt0093974"	"imdb"
"tt3622592"	"imdb"
"tt0105410"	"wikipedia"
"tt0087065"	"wikipedia"
"tt0057591"	"imdb"
"tt0074806"	"imdb"
"tt0080339"	"wikipedia"
"tt0988043"	"imdb"
"tt0105104"	"imdb"
"tt0034272"	"imdb"
"tt1800241"	"imdb"
"tt0233469"	"imdb"
"tt0051554"	"imdb"
"tt0401792"	"imdb"
"tt0892782"	"imdb"
"tt0315327"	"imdb"
"tt1706620"	"wikipedia"
"tt0103772"	"imdb"
"tt0131325"	"imdb"
"tt2414766"	"wikipedia"
"tt0064115"	"imdb"
"tt2962984"	"imdb"
"tt0846308"	"wikipedia"
"tt3809294"	"imdb"
"tt0285492"	"wikipedia"
"tt0093677"	"imdb"
"tt0074383"	"imdb"
"tt5052448"	"imdb"
"tt0123209"	"imdb"
"tt0106220"	"imdb"
"tt0099423"	"imdb"
"tt2980708"	"imdb"
"tt0113492"	"imdb"
"tt0283897"	"imdb"
"tt0796366"	"imdb"
"tt1547234"	"wikipedia"
"tt0134928"	"wikipedia"
"tt0028950"	"wikipedia"
"tt0475417"	"wikipedia"
"tt0060942"	"imdb"
"tt1659338"	"wikipedia"
"tt0120907"	"imdb"
"tt0048973"	"imdb"
"tt0220506"	"wikipedia"
"tt1571222"	"wikipedia"
"tt0837562"	"wikipedia"
"tt0475276"	"wikipedia"
"tt1592191"	"imdb"
"tt0112362"	"imdb"
"tt0057193"	"wikipedia"
"tt0091069"	"wikipedia"
"tt0959337"	"imdb"
"tt1262981"	"imdb"
"tt0362478"	"imdb"
"tt0097733"	"imdb"
"tt1450672"	"imdb"
"tt0078869"	"imdb"
"tt0036025"	"imdb"
"tt0446313"	"imdb"
"tt3511596"	"imdb"
"tt1375666"	"imdb"
"tt0313196"	"imdb"
"tt1013743"	"imdb"
"tt0068638"	"imdb"
"tt0084503"	"wikipedia"
"tt0107362"	"imdb"
"tt0462590"	"imdb"
"tt0106977"	"imdb"
"tt0287665"	"imdb"
"tt0066565"	"imdb"
"tt0242285"	"imdb"
"tt0469494"	"imdb"
"tt0045566"	"imdb"
"tt1767354"	"wikipedia"
"tt0051380"	"imdb"
"tt0489327"	"imdb"
"tt3713166"	"imdb"
"tt0092610"	"imdb"
"tt0080388"	"imdb"
"tt0393109"	"imdb"
"tt0130018"	"imdb"
"tt0282599"	"imdb"
"tt2177347"	"imdb"
"tt0454876"	"wikipedia"
"tt0064866"	"imdb"
"tt0023245"	"imdb"
"tt0048545"	"wikipedia"
"tt0244244"	"wikipedia"
"tt1059836"	"imdb"
"tt0164184"	"imdb"
"tt0096028"	"wikipedia"
"tt0452624"	"wikipedia"
"tt0091083"	"imdb"
"tt0031754"	"wikipedia"
"tt1265990"	"imdb"
"tt0470869"	"imdb"
"tt1686327"	"imdb"
"tt1384929"	"imdb"
"tt1311067"	"imdb"
"tt0253474"	"imdb"
"tt0096098"	"imdb"
"tt0104070"	"imdb"
"tt1234719"	"imdb"
"tt0053084"	"imdb"
"tt0058092"	"imdb"
"tt0061584"	"imdb"
"tt0207201"	"imdb"
"tt2053463"	"imdb"
"tt0129387"	"wikipedia"
"tt0192731"	"imdb"
"tt1411697"	"wikipedia"
"tt0082245"	"imdb"
"tt0117500"	"imdb"
"tt0027387"	"imdb"
"tt1034303"	"imdb"
"tt0167404"	"wikipedia"
"tt0053917"	"imdb"
"tt0815236"	"wikipedia"
"tt1872194"	"imdb"
"tt2176668"	"imdb"
"tt1699231"	"imdb"
"tt0203009"	"wikipedia"
"tt0061655"	"wikipedia"
"tt0109412"	"imdb"
"tt2193215"	"wikipedia"
"tt0301976"	"wikipedia"
"tt0071233"	"wikipedia"
"tt0038108"	"imdb"
"tt0077269"	"wikipedia"
"tt0052169"	"imdb"
"tt1340138"	"imdb"
"tt0094715"	"wikipedia"
"tt1038043"	"wikipedia"
"tt0052784"	"imdb"
"tt0094226"	"imdb"
"tt2051879"	"imdb"
"tt0092625"	"imdb"
"tt0814685"	"wikipedia"
"tt2404181"	"imdb"
"tt0060616"	"imdb"
"tt0453467"	"imdb"
"tt0177789"	"imdb"
"tt3381008"	"imdb"
"tt0397892"	"wikipedia"
"tt0324133"	"wikipedia"
"tt0072195"	"imdb"
"tt0120804"	"imdb"
"tt0080806"	"imdb"
"tt0405094"	"imdb"
"tt0844479"	"imdb"
"tt0113613"	"imdb"
"tt0775536"	"imdb"
"tt0097722"	"imdb"
"tt1020558"	"wikipedia"
"tt0405159"	"imdb"
"tt0410764"	"imdb"
"tt0458481"	"imdb"
"tt0074512"	"wikipedia"
"tt0378230"	"wikipedia"
"tt0164912"	"imdb"
"tt0398165"	"wikipedia"
"tt1971325"	"wikipedia"
"tt1135525"	"imdb"
"tt0989757"	"imdb"
"tt0036241"	"imdb"
"tt0808510"	"wikipedia"
"tt0472399"	"imdb"
"tt1213856"	"imdb"
"tt0111257"	"imdb"
"tt0331811"	"wikipedia"
"tt0381061"	"imdb"
"tt0068716"	"imdb"
"tt0088206"	"wikipedia"
"tt0036244"	"imdb"
"tt0164181"	"wikipedia"
"tt0081114"	"imdb"
"tt3044882"	"wikipedia"
"tt0046931"	"imdb"
"tt0074593"	"wikipedia"
"tt0079550"	"wikipedia"
"tt0444653"	"wikipedia"
"tt1220628"	"imdb"
"tt2562232"	"imdb"
"tt1692504"	"imdb"
"tt2908446"	"imdb"
"tt0454824"	"imdb"
"tt0264508"	"imdb"
"tt2409300"	"imdb"
"tt0020668"	"imdb"
"tt0074156"	"wikipedia"
"tt0056443"	"wikipedia"
"tt0119558"	"wikipedia"
"tt1245526"	"imdb"
"tt0084412"	"imdb"
"tt0109831"	"imdb"
"tt0449487"	"wikipedia"
"tt0027545"	"imdb"
"tt0448157"	"wikipedia"
"tt0422720"	"imdb"
"tt0377092"	"imdb"
"tt0070039"	"imdb"
"tt0110255"	"imdb"
"tt2140553"	"wikipedia"
"tt0069945"	"imdb"
"tt0120776"	"imdb"
"tt0102005"	"imdb"
"tt0081698"	"imdb"
"tt0093870"	"imdb"
"tt0878134"	"imdb"
"tt1984153"	"imdb"
"tt1054588"	"wikipedia"
"tt1147687"	"wikipedia"
"tt0110978"	"imdb"
"tt0058329"	"imdb"
"tt1270835"	"wikipedia"
"tt0105428"	"imdb"
"tt0312004"	"imdb"
"tt0107497"	"imdb"
"tt0090274"	"imdb"
"tt0368891"	"imdb"
"tt0075936"	"imdb"
"tt2140373"	"imdb"
"tt0079219"	"imdb"
"tt0114467"	"imdb"
"tt0106342"	"imdb"
"tt0440963"	"wikipedia"
"tt0070547"	"imdb"
"tt0180073"	"wikipedia"
"tt0070328"	"imdb"
"tt4160708"	"imdb"
"tt0062622"	"imdb"
"tt0060168"	"imdb"
"tt0230600"	"imdb"
"tt0093560"	"wikipedia"
"tt0092076"	"imdb"
"tt2302755"	"imdb"
"tt1095427"	"imdb"
"tt0374900"	"imdb"
"tt0083336"	"wikipedia"
"tt0065580"	"imdb"
"tt3062074"	"imdb"
"tt0384793"	"wikipedia"
"tt1029120"	"imdb"
"tt0257106"	"wikipedia"
"tt1433811"	"wikipedia"
"tt0036775"	"wikipedia"
"tt0020414"	"imdb"
"tt0377107"	"imdb"
"tt0479952"	"imdb"
"tt0119978"	"wikipedia"
"tt0117438"	"imdb"
"tt0119345"	"imdb"
"tt0106701"	"wikipedia"
"tt0050825"	"imdb"
"tt1288403"	"wikipedia"
"tt0120657"	"wikipedia"
"tt0085937"	"wikipedia"
"tt0092546"	"wikipedia"
"tt0295178"	"wikipedia"
"tt0866439"	"wikipedia"
"tt3894340"	"imdb"
"tt0129871"	"imdb"
"tt0390521"	"imdb"
"tt0097814"	"imdb"
"tt0936501"	"imdb"
"tt0022100"	"imdb"
"tt1020072"	"wikipedia"
"tt0084293"	"imdb"
"tt0200550"	"wikipedia"
"tt0338095"	"imdb"
"tt0080116"	"wikipedia"
"tt2316411"	"imdb"
"tt0042041"	"imdb"
"tt0084739"	"imdb"
"tt1217209"	"imdb"
"tt0051459"	"imdb"
"tt0097626"	"imdb"
"tt0093075"	"imdb"
"tt0080516"	"wikipedia"
"tt0088847"	"imdb"
"tt0095583"	"imdb"
"tt0037638"	"wikipedia"
"tt0383222"	"imdb"
"tt0381707"	"wikipedia"
"tt1249294"	"imdb"
"tt0195231"	"wikipedia"
"tt4178092"	"imdb"
"tt1375670"	"imdb"
"tt0246578"	"imdb"
"tt1187064"	"imdb"
"tt1127715"	"wikipedia"
"tt0139414"	"wikipedia"
"tt2265171"	"imdb"
"tt1633356"	"imdb"
"tt0111503"	"imdb"
"tt0213847"	"wikipedia"
"tt0056111"	"imdb"
"tt0322968"	"imdb"
"tt0934706"	"imdb"
"tt0069895"	"wikipedia"
"tt0228786"	"wikipedia"
"tt0079083"	"wikipedia"
"tt0410730"	"imdb"
"tt0026138"	"wikipedia"
"tt1964418"	"imdb"
"tt0091344"	"imdb"
"tt0398913"	"imdb"
"tt0057076"	"imdb"
"tt0054407"	"imdb"
"tt0478134"	"imdb"
"tt0441909"	"wikipedia"
"tt0412019"	"wikipedia"
"tt0104348"	"imdb"
"tt0286716"	"imdb"
"tt0364517"	"wikipedia"
"tt0042208"	"wikipedia"
"tt0382189"	"imdb"
"tt1245088"	"wikipedia"
"tt0465580"	"imdb"
"tt4048272"	"wikipedia"
"tt0238936"	"imdb"
"tt0499549"	"imdb"
"tt0057372"	"wikipedia"
"tt0486576"	"imdb"
"tt0100260"	"imdb"
"tt1754123"	"imdb"
"tt1226271"	"wikipedia"
"tt1186373"	"wikipedia"
"tt0097108"	"imdb"
"tt2294473"	"wikipedia"
"tt2109248"	"imdb"
"tt0366551"	"imdb"
"tt1528100"	"imdb"
"tt2281159"	"wikipedia"
"tt0759612"	"wikipedia"
"tt0275230"	"imdb"
"tt0119094"	"imdb"
"tt0003419"	"imdb"
"tt0032215"	"imdb"
"tt0118971"	"imdb"
"tt0088263"	"imdb"
"tt0047296"	"imdb"
"tt1331064"	"imdb"
"tt0316030"	"imdb"
"tt1201133"	"wikipedia"
"tt3401882"	"imdb"
"tt0475784"	"imdb"
"tt0327084"	"wikipedia"
"tt0119664"	"imdb"
"tt0918927"	"imdb"
"tt0281358"	"imdb"
"tt1414382"	"wikipedia"
"tt0947810"	"imdb"
"tt2397535"	"imdb"
"tt0327437"	"imdb"
"tt0080455"	"imdb"
"tt0065462"	"wikipedia"
"tt0970866"	"imdb"
"tt0479500"	"imdb"
"tt0087538"	"imdb"
"tt1748227"	"imdb"
"tt2980592"	"imdb"
"tt1452628"	"imdb"
"tt0074464"	"imdb"
"tt0067541"	"imdb"
"tt0083722"	"imdb"
"tt0445620"	"wikipedia"
"tt0069372"	"imdb"
"tt0072156"	"imdb"
"tt0362225"	"imdb"
"tt0108358"	"wikipedia"
"tt1666186"	"wikipedia"
"tt0110604"	"imdb"
"tt2109184"	"wikipedia"
"tt0416320"	"wikipedia"
"tt0048347"	"imdb"
"tt0497137"	"imdb"
"tt0079073"	"imdb"
"tt1217613"	"imdb"
"tt1684226"	"imdb"
"tt0102744"	"imdb"
"tt2137286"	"imdb"
"tt0382932"	"imdb"
"tt0119715"	"wikipedia"
"tt0195234"	"imdb"
"tt0113253"	"imdb"
"tt0013442"	"imdb"
"tt1959490"	"imdb"
"tt0343737"	"wikipedia"
"tt0434409"	"imdb"
"tt0265459"	"imdb"
"tt1104123"	"imdb"
"tt0050675"	"imdb"
"tt2176013"	"wikipedia"
"tt0084522"	"imdb"
"tt0116075"	"imdb"
"tt1054487"	"wikipedia"
"tt0060107"	"wikipedia"
"tt0354623"	"wikipedia"
"tt1403981"	"imdb"
"tt1563738"	"imdb"
"tt0001223"	"imdb"
"tt0105378"	"imdb"
"tt0053622"	"imdb"
"tt0108310"	"imdb"
"tt0407362"	"imdb"
"tt0052847"	"wikipedia"
"tt1194624"	"imdb"
"tt2517044"	"imdb"
"tt0274812"	"wikipedia"
"tt0120177"	"wikipedia"
"tt0787474"	"imdb"
"tt0454919"	"wikipedia"
"tt1029360"	"imdb"
"tt0120631"	"wikipedia"
"tt0421238"	"wikipedia"
"tt0073705"	"imdb"
"tt0489070"	"wikipedia"
"tt1682180"	"wikipedia"
"tt0361596"	"imdb"
"tt4805880"	"imdb"
"tt0052948"	"imdb"
"tt0373450"	"wikipedia"
"tt0120082"	"imdb"
"tt0486259"	"imdb"
"tt1098327"	"wikipedia"
"tt0462423"	"imdb"
"tt0084707"	"imdb"
"tt0804522"	"imdb"
"tt0461770"	"imdb"
"tt1255916"	"imdb"
"tt0389328"	"imdb"
"tt0305973"	"imdb"
"tt0371606"	"wikipedia"
"tt0117998"	"imdb"
"tt0143145"	"imdb"
"tt0082948"	"wikipedia"
"tt0456554"	"imdb"
"tt0079522"	"wikipedia"
"tt0068458"	"imdb"
"tt0770752"	"imdb"
"tt0094761"	"wikipedia"
"tt0067927"	"imdb"
"tt0036972"	"imdb"
"tt0107983"	"imdb"
"tt0030128"	"wikipedia"
"tt0047542"	"imdb"
"tt0970472"	"imdb"
"tt0120832"	"wikipedia"
"tt0113277"	"imdb"
"tt1054606"	"wikipedia"
"tt0292506"	"imdb"
"tt0099739"	"wikipedia"
"tt0090917"	"imdb"
"tt0463398"	"imdb"
"tt0913354"	"imdb"
"tt0097351"	"wikipedia"
"tt0208502"	"wikipedia"
"tt0118880"	"wikipedia"
"tt0120399"	"imdb"
"tt0210945"	"wikipedia"
"tt0026685"	"imdb"
"tt1213663"	"imdb"
"tt3205376"	"imdb"
"tt1230414"	"imdb"
"tt1355683"	"imdb"
"tt0330373"	"wikipedia"
"tt0085701"	"imdb"
"tt0479997"	"imdb"
"tt4572514"	"imdb"
"tt1617661"	"imdb"
"tt0052905"	"imdb"
"tt0054691"	"imdb"
"tt0310910"	"imdb"
"tt0387898"	"imdb"
"tt0467406"	"imdb"
"tt0101465"	"imdb"
"tt1821694"	"wikipedia"
"tt1778304"	"imdb"
"tt0492044"	"imdb"
"tt0073880"	"imdb"
"tt0405508"	"wikipedia"
"tt0445990"	"wikipedia"
"tt0038769"	"imdb"
"tt0765443"	"imdb"
"tt0158983"	"wikipedia"
"tt0448075"	"wikipedia"
"tt0364569"	"imdb"
"tt0369226"	"imdb"
"tt0084316"	"imdb"
"tt1727776"	"imdb"
"tt0053146"	"imdb"
"tt0120735"	"wikipedia"
"tt0380623"	"wikipedia"
"tt0097162"	"imdb"
"tt0301470"	"imdb"
"tt0108037"	"imdb"
"tt2167202"	"imdb"
"tt0054377"	"imdb"
"tt1055366"	"wikipedia"
"tt1045658"	"wikipedia"
"tt1496025"	"imdb"
"tt0066286"	"imdb"
"tt1153040"	"wikipedia"
"tt0087469"	"imdb"
"tt0116629"	"imdb"
"tt0106364"	"imdb"
"tt0409011"	"imdb"
"tt0035429"	"wikipedia"
"tt0051337"	"imdb"
"tt0063206"	"imdb"
"tt0800241"	"wikipedia"
"tt0078087"	"imdb"
"tt0299977"	"imdb"
"tt0056194"	"imdb"
"tt0052077"	"imdb"
"tt0082250"	"imdb"
"tt0064072"	"wikipedia"
"tt0211915"	"imdb"
"tt0268995"	"wikipedia"
"tt0114004"	"imdb"
"tt2528814"	"wikipedia"
"tt0758766"	"imdb"
"tt0104257"	"imdb"
"tt0054443"	"imdb"
"tt0149261"	"wikipedia"
"tt0082377"	"imdb"
"tt1389762"	"wikipedia"
"tt1308748"	"wikipedia"
"tt1170358"	"imdb"
"tt0109324"	"imdb"
"tt0104119"	"wikipedia"
"tt0077869"	"imdb"
"tt0055408"	"imdb"
"tt0430576"	"wikipedia"
"tt0023948"	"wikipedia"
"tt0091003"	"imdb"
"tt1323045"	"wikipedia"
"tt0114746"	"imdb"
"tt1840309"	"imdb"
"tt2479478"	"wikipedia"
"tt0475394"	"wikipedia"
"tt0061578"	"wikipedia"
"tt1999995"	"imdb"
"tt0121765"	"imdb"
"tt0378109"	"imdb"
"tt0071212"	"imdb"
"tt0289652"	"imdb"
"tt0113824"	"imdb"
"tt0086984"	"imdb"
"tt3470600"	"imdb"
"tt0316396"	"wikipedia"
"tt0079688"	"imdb"
"tt0102138"	"imdb"
"tt0211443"	"imdb"
"tt0375100"	"imdb"
"tt0301357"	"imdb"
"tt0899128"	"imdb"
"tt1530509"	"imdb"
"tt0480269"	"imdb"
"tt1540125"	"wikipedia"
"tt0228685"	"imdb"
"tt0388973"	"imdb"
"tt0120860"	"imdb"
"tt0098385"	"wikipedia"
"tt0024578"	"wikipedia"
"tt0092563"	"imdb"
"tt0055452"	"wikipedia"
"tt1240982"	"wikipedia"
"tt0070066"	"imdb"
"tt1294213"	"imdb"
"tt0115783"	"imdb"
"tt0227445"	"imdb"
"tt0303929"	"imdb"
"tt3086442"	"imdb"
"tt0093191"	"imdb"
"tt0967945"	"imdb"
"tt0462396"	"wikipedia"
"tt0042994"	"imdb"
"tt0043132"	"wikipedia"
"tt1699114"	"wikipedia"
"tt0414161"	"wikipedia"
"tt0114436"	"imdb"
"tt0233142"	"imdb"
"tt0104036"	"imdb"
"tt0088944"	"wikipedia"
"tt0328400"	"imdb"
"tt0102587"	"imdb"
"tt0099348"	"imdb"
"tt1628033"	"imdb"
"tt0325710"	"imdb"
"tt0870204"	"imdb"
"tt0097239"	"imdb"
"tt1277737"	"wikipedia"
"tt0057413"	"wikipedia"
"tt0986213"	"wikipedia"
"tt0454848"	"imdb"
"tt0064106"	"imdb"
"tt0026499"	"imdb"
"tt0870111"	"imdb"
"tt0340855"	"imdb"
"tt0910970"	"imdb"
"tt0258153"	"imdb"
"tt1748207"	"wikipedia"
"tt0079285"	"imdb"
"tt0050086"	"imdb"
"tt0373690"	"imdb"
"tt0075261"	"imdb"
"tt0457430"	"imdb"
"tt0066249"	"imdb"
"tt0283877"	"wikipedia"
"tt0848228"	"imdb"
"tt1130988"	"wikipedia"
"tt0091777"	"wikipedia"
"tt0091630"	"wikipedia"
"tt0473753"	"wikipedia"
"tt1784670"	"wikipedia"
"tt0974554"	"imdb"
"tt0098180"	"imdb"
"tt1427298"	"imdb"
"tt0089927"	"wikipedia"
"tt0421974"	"imdb"
"tt4319114"	"imdb"
"tt0103110"	"imdb"
"tt0072271"	"imdb"
"tt0240468"	"imdb"
"tt2364841"	"wikipedia"
"tt0163978"	"imdb"
"tt1928337"	"imdb"
"tt1112736"	"imdb"
"tt0298845"	"imdb"
"tt0119942"	"imdb"
"tt1831164"	"imdb"
"tt0055256"	"wikipedia"
"tt0043014"	"imdb"
"tt0102536"	"wikipedia"
"tt0479884"	"imdb"
"tt0113627"	"imdb"
"tt0097004"	"imdb"
"tt0057611"	"imdb"
"tt0092530"	"imdb"
"tt1298594"	"imdb"
"tt0765010"	"imdb"
"tt0425430"	"imdb"
"tt3850214"	"imdb"
"tt0185431"	"wikipedia"
"tt0259127"	"imdb"
"tt0338337"	"wikipedia"
"tt0028249"	"wikipedia"
"tt0765429"	"imdb"
"tt0071360"	"imdb"
"tt0116650"	"imdb"
"tt0114608"	"imdb"
"tt0059740"	"imdb"
"tt0071970"	"imdb"
"tt0100502"	"wikipedia"
"tt0092067"	"imdb"
"tt0184894"	"wikipedia"
"tt1464540"	"wikipedia"
"tt0101640"	"wikipedia"
"tt1179891"	"imdb"
"tt0481369"	"imdb"
"tt0033891"	"imdb"
"tt0017925"	"imdb"
"tt1078912"	"imdb"
"tt4425200"	"imdb"
"tt0049516"	"imdb"
"tt0043128"	"imdb"
"tt1321509"	"wikipedia"
"tt0983193"	"imdb"
"tt1210166"	"imdb"
"tt0401445"	"wikipedia"
"tt1567437"	"imdb"
"tt2101393"	"imdb"
"tt0259974"	"imdb"
"tt0049366"	"imdb"
"tt0435625"	"imdb"
"tt0414387"	"imdb"
"tt0095159"	"imdb"
"tt0104870"	"wikipedia"
"tt0450314"	"wikipedia"
"tt0069427"	"imdb"
"tt1392214"	"imdb"
"tt0116361"	"imdb"
"tt2980648"	"imdb"
"tt0017750"	"imdb"
"tt0072281"	"imdb"
"tt0432283"	"imdb"
"tt1189073"	"imdb"
"tt3315342"	"imdb"
"tt0852713"	"wikipedia"
"tt0120623"	"imdb"
"tt0049013"	"imdb"
"tt0283003"	"imdb"
"tt0105527"	"imdb"
"tt0082235"	"imdb"
"tt0386588"	"imdb"
"tt0080057"	"imdb"
"tt0118178"	"imdb"
"tt0100258"	"wikipedia"
"tt0938283"	"wikipedia"
"tt0086879"	"imdb"
"tt0417741"	"wikipedia"
"tt0393162"	"wikipedia"
"tt1057500"	"imdb"
"tt0337741"	"wikipedia"
"tt1197624"	"imdb"
"tt0048394"	"imdb"
"tt0097662"	"imdb"
"tt0091605"	"imdb"
"tt0892769"	"imdb"
"tt1409024"	"imdb"
"tt0112462"	"wikipedia"
"tt1186367"	"wikipedia"
"tt0493406"	"imdb"
"tt0438315"	"wikipedia"
"tt0887883"	"wikipedia"
"tt0111613"	"imdb"
"tt0078721"	"imdb"
"tt0087777"	"wikipedia"
"tt0086129"	"imdb"
"tt0098663"	"wikipedia"
"tt0117509"	"wikipedia"
"tt1267297"	"imdb"
"tt0251736"	"imdb"
"tt0804529"	"wikipedia"
"tt0093409"	"imdb"
"tt1229238"	"wikipedia"
"tt0286306"	"wikipedia"
"tt2388805"	"imdb"
"tt0945513"	"imdb"
"tt2034139"	"wikipedia"
"tt0325703"	"imdb"
"tt0055032"	"imdb"
"tt0085303"	"imdb"
"tt0085615"	"wikipedia"
"tt0066995"	"imdb"
"tt0085811"	"imdb"
"tt0078480"	"imdb"
"tt0080768"	"imdb"
"tt3422078"	"imdb"
"tt0429573"	"imdb"
"tt2375605"	"imdb"
"tt1093369"	"imdb"
"tt0023427"	"imdb"
"tt0762121"	"imdb"
"tt0077234"	"wikipedia"
"tt1598778"	"imdb"
"tt0091763"	"imdb"
"tt0050861"	"wikipedia"
"tt0451957"	"wikipedia"
"tt0380389"	"imdb"
"tt0063285"	"wikipedia"
"tt0858479"	"wikipedia"
"tt1676684"	"imdb"
"tt0034583"	"imdb"
"tt0331953"	"wikipedia"
"tt2101441"	"imdb"
"tt0085385"	"imdb"
"tt0054099"	"imdb"
"tt0277434"	"imdb"
"tt0037323"	"wikipedia"
"tt0242423"	"imdb"
"tt0430051"	"imdb"
"tt1277953"	"imdb"
"tt0125664"	"imdb"
"tt0181852"	"imdb"
"tt0446319"	"imdb"
"tt1273678"	"imdb"
"tt0092580"	"imdb"
"tt0052901"	"imdb"
"tt0315733"	"wikipedia"
"tt0300015"	"imdb"
"tt0120805"	"wikipedia"
"tt0093779"	"imdb"
"tt0472033"	"imdb"
"tt0479968"	"imdb"
"tt0988045"	"imdb"
"tt0848557"	"imdb"
"tt1929263"	"imdb"
"tt1935302"	"wikipedia"
"tt3390964"	"imdb"
"tt0235198"	"imdb"
"tt3316948"	"imdb"
"tt0266075"	"imdb"
"tt1477076"	"imdb"
"tt0861739"	"wikipedia"
"tt0090056"	"imdb"
"tt0081070"	"imdb"
"tt2263944"	"imdb"
"tt0095647"	"imdb"
"tt0119891"	"imdb"
"tt0360009"	"wikipedia"
"tt1703938"	"imdb"
"tt0983213"	"wikipedia"
"tt0039420"	"wikipedia"
"tt0119051"	"imdb"
"tt0047960"	"imdb"
"tt0453560"	"imdb"
"tt3741834"	"imdb"
"tt1682186"	"imdb"
"tt4387040"	"imdb"
"tt0056262"	"imdb"
"tt1472082"	"imdb"
"tt0332136"	"imdb"
"tt0446755"	"wikipedia"
"tt0856288"	"wikipedia"
"tt0455782"	"wikipedia"
"tt0960144"	"wikipedia"
"tt0107050"	"imdb"
"tt0480669"	"imdb"
"tt0114709"	"imdb"
"tt0075931"	"imdb"
"tt0245712"	"imdb"
"tt1528071"	"imdb"
"tt0068708"	"imdb"
"tt0120738"	"imdb"
"tt0089908"	"imdb"
"tt0114182"	"imdb"
"tt0099939"	"imdb"
"tt0087892"	"wikipedia"
"tt0830558"	"imdb"
"tt0181689"	"imdb"
"tt0087553"	"imdb"
"tt0050681"	"wikipedia"
"tt0050201"	"wikipedia"
"tt0080569"	"imdb"
"tt0114825"	"imdb"
"tt1179933"	"imdb"
"tt0117381"	"wikipedia"
"tt0083511"	"imdb"
"tt1563719"	"wikipedia"
"tt0858486"	"imdb"
"tt0408345"	"wikipedia"
"tt1924396"	"wikipedia"
"tt0039689"	"wikipedia"
"tt0425123"	"imdb"
"tt1120985"	"imdb"
"tt0471042"	"imdb"
"tt0360717"	"imdb"
"tt3387648"	"imdb"
"tt1530983"	"wikipedia"
"tt0103352"	"imdb"
"tt0889583"	"wikipedia"
"tt0462477"	"imdb"
"tt0070656"	"wikipedia"
"tt0468820"	"imdb"
"tt1129428"	"imdb"
"tt2004420"	"imdb"
"tt1728224"	"imdb"
"tt0317676"	"imdb"
"tt1674784"	"imdb"
"tt0042044"	"imdb"
"tt1242422"	"imdb"
"tt0101484"	"wikipedia"
"tt0085794"	"imdb"
"tt0430922"	"wikipedia"
"tt2404233"	"imdb"
"tt1905040"	"imdb"
"tt0098333"	"imdb"
"tt0071200"	"imdb"
"tt0084796"	"imdb"
"tt0286106"	"imdb"
"tt0082163"	"imdb"
"tt0111070"	"imdb"
"tt0475783"	"imdb"
"tt1951264"	"imdb"
"tt0069768"	"wikipedia"
"tt0106926"	"imdb"
"tt0451094"	"imdb"
"tt0058371"	"imdb"
"tt0790736"	"imdb"
"tt0118564"	"imdb"
"tt0092106"	"imdb"
"tt0382625"	"imdb"
"tt1220198"	"imdb"
"tt0015864"	"imdb"
"tt0105414"	"imdb"
"tt1840417"	"imdb"
"tt0109707"	"imdb"
"tt0047985"	"imdb"
"tt0043274"	"imdb"
"tt0062467"	"imdb"
"tt1302011"	"wikipedia"
"tt0071455"	"imdb"
"tt0072226"	"imdb"
"tt0199626"	"wikipedia"
"tt1160996"	"imdb"
"tt0410952"	"imdb"
"tt0144084"	"imdb"
"tt6335022"	"imdb"
"tt0486674"	"wikipedia"
"tt0115536"	"imdb"
"tt2140315"	"imdb"
"tt0441007"	"imdb"
"tt0330452"	"imdb"
"tt0084787"	"imdb"
"tt0099817"	"imdb"
"tt0031455"	"wikipedia"
"tt1020530"	"imdb"
"tt0068182"	"imdb"
"tt0095631"	"imdb"
"tt0409459"	"imdb"
"tt0091080"	"wikipedia"
"tt1192628"	"imdb"
"tt0460740"	"wikipedia"
"tt0034248"	"imdb"
"tt2089654"	"imdb"
"tt0490181"	"wikipedia"
"tt0049406"	"imdb"
"tt0317705"	"imdb"
"tt0069995"	"wikipedia"
"tt0373469"	"imdb"
"tt0105156"	"imdb"
"tt0097981"	"wikipedia"
"tt0060097"	"imdb"
"tt0118248"	"imdb"
"tt1549920"	"imdb"
"tt0040458"	"imdb"
"tt3065204"	"imdb"
"tt2379713"	"imdb"
"tt1130884"	"imdb"
"tt0069124"	"imdb"
"tt0061117"	"imdb"
"tt0058333"	"imdb"
"tt2096673"	"imdb"
"tt2309260"	"imdb"
"tt0049223"	"imdb"
"tt1216492"	"wikipedia"
"tt0338188"	"imdb"
"tt0037690"	"imdb"
"tt0903657"	"imdb"
"tt2103217"	"imdb"
"tt0426592"	"imdb"
"tt0092005"	"imdb"
"tt0093171"	"wikipedia"
"tt1037004"	"imdb"
"tt0024210"	"wikipedia"
