"imdb_id"	"title"	"tags"
"tt0471711"	"Futurama: Bender's Big Score"	"cult, psychedelic"
"tt0032976"	"Rebecca"	"dark, mystery, cruelty, gothic, murder, comedy, atmospheric, flashback, romantic, suspenseful, sadist, home movie"
"tt0096438"	"Who Framed Roger Rabbit"	"comedy, fantasy, murder, cult, historical fiction, good versus evil, psychedelic, satire, revenge, entertaining, prank"
"tt0120695"	"From Dusk Till Dawn 3: The Hangman's Daughter"	"violence, horror"
"tt0154420"	"Festen"	"comedy, psychological, murder, paranormal, cult, violence, satire, plot twist"
"tt2132285"	"The Bling Ring"	"comedy"
"tt2172934"	"3 Days to Kill"	"violence, comedy, neo noir, murder, flashback"
"tt0119116"	"Le cinquième élément"	"murder, cult, good versus evil, psychedelic, humor, satire, action, romantic, sci-fi"
"tt0449092"	"Rings"	"horror"
"tt0095379"	"Intruder"	"cult, murder, violence"
"tt0258068"	"The Quiet American"	"anti war, revenge, murder, flashback"
"tt0457400"	"Land of the Lost"	"comedy"
"tt1234721"	"RoboCop"	"murder, violence, flashback, action, revenge, sci-fi"
"tt0417056"	"Pledge This!"	"humor, adult comedy"
"tt0455957"	"Goya's Ghosts"	"insanity, violence"
"tt0086589"	"Suburbia"	"violence"
"tt0099864"	"It"	"dark, comedy, gothic, murder, paranormal, horror, flashback, good versus evil, revenge, sadist"
"tt3521164"	"Moana"	"storytelling"
"tt1164999"	"Biutiful"	"paranormal, violence, murder, bleak"
"tt0083366"	"Zorro: The Gay Blade"	"cult, action"
"tt0093485"	"The Man Who Broke 1,000 Chains"	"autobiographical"
"tt1634122"	"Johnny English Reborn"	"comedy, murder, violence, flashback, absurd, psychedelic, brainwashing, entertaining"
"tt0477311"	"Películas para no dormir: Para entrar a vivir"	"violence, murder, flashback"
"tt1135503"	"Julie & Julia"	"inspiring, comedy, boring"
"tt0139654"	"Training Day"	"comedy, neo noir, murder, violence, romantic, storytelling"
"tt0795351"	"Case 39"	"murder"
"tt0091278"	"Iron Eagle"	"cult"
"tt0847520"	"Scar"	"murder, flashback"
"tt0108122"	"Short Cuts"	"comedy, humor, murder"
"tt1179904"	"Paranormal Activity"	"dark, boring, psychological, murder, paranormal, horror, atmospheric, haunting, psychedelic, entertaining"
"tt0305711"	"Just Married"	"entertaining, flashback"
"tt0077914"	"Martin"	"cult, suspenseful, murder, violence, flashback"
"tt2199711"	"Vishwaroopam"	"violence"
"tt0058997"	"Bunny Lake Is Missing"	"suspenseful, psychological"
"tt0075265"	"A Star Is Born"	"tragedy, romantic"
"tt0091374"	"Lady Jane"	"intrigue"
"tt0117038"	"Michael"	"romantic"
"tt0423881"	"Buppha Rahtree"	"horror, revenge, cult, comedy, haunting"
"tt0061534"	"The Crucible"	"allegory"
"tt0073012"	"The Four Musketeers"	"humor, action, murder, historical fiction"
"tt2305051"	"Wild"	"flashback"
"tt0063095"	"Hot Spur"	"murder, flashback"
"tt0357507"	"Boogeyman"	"psychological, flashback"
"tt0050147"	"Attack of the Crab Monsters"	"cult"
"tt3183660"	"Fantastic Beasts and Where to Find Them"	"whimsical, good versus evil, psychedelic, romantic, revenge, sci-fi"
"tt0082379"	"The Final Terror"	"grindhouse film, murder, cult, horror, violence, insanity, sadist, prank"
"tt0295700"	"Wrong Turn"	"comedy, suspenseful, murder, cult, violence, horror, insanity, humor, revenge, prank"
"tt0045229"	"Thief of Damascus"	"violence"
"tt2361317"	"Live by Night"	"revenge, violence, romantic"
"tt0097499"	"Henry V"	"realism, violence, flashback, action, tragedy, historical"
"tt0120484"	"The Waterboy"	"humor, cult, comedy, entertaining, stupid"
"tt0044081"	"A Streetcar Named Desire"	"tragedy, insanity, romantic, atmospheric"
"tt0421054"	"Domino"	"comedy, murder, flashback, satire, tragedy, revenge"
"tt0423169"	"Sherrybaby"	"realism"
"tt0091225"	"Howard the Duck"	"cult, alternate reality, action, entertaining"
"tt0456020"	"Waist Deep"	"blaxploitation, revenge, neo noir, murder, violence"
"tt1870419"	"Hatchet III"	"violence"
"tt0093693"	"Overboard"	"revenge, romantic"
"tt2170439"	"Horrible Bosses 2"	"humor"
"tt1990314"	"Robot & Frank"	"humor, satire"
"tt0061089"	"This Property Is Condemned"	"melodrama, revenge, depressing, flashback"
"tt0084237"	"The Last Unicorn"	"fantasy, cult, cute, flashback, good versus evil, romantic"
"tt0280590"	"Mr. Deeds"	"fantasy, entertaining"
"tt0126029"	"Shrek"	"comedy, psychological, fantasy, cult, clever, psychedelic, humor, satire, romantic, entertaining"
"tt0056993"	"Diary of a Madman"	"murder"
"tt0327850"	"The Rundown"	"cult, comedy, entertaining, violence"
"tt0416212"	"The Secret Life of Bees"	"dramatic, murder, flashback"
"tt0064904"	"Il rosso segno della follia"	"cruelty, murder, cult, horror, violence, psychedelic, romantic, suspenseful, sadist"
"tt0089822"	"Police Academy 2: Their First Assignment"	"comedy, bleak, cult, violence, comic, revenge"
"tt3627704"	"Phantasm: Ravager"	"violence, psychedelic"
"tt1832382"	"Jodaeiye Nader az Simin"	"realism, suspenseful, murder"
"tt3099498"	"Tusk"	"dark, horror, satire"
"tt0112302"	"Tom and Huck"	"good versus evil, cult, suspenseful, murder, violence"
"tt2779318"	"The Day of the Doctor"	"clever"
"tt0084756"	"Tag: The Assassination Game"	"murder, prank"
"tt0108394"	"Trois couleurs: Bleu"	"mystery, psychedelic, humor, atmospheric, romantic"
"tt1037705"	"The Book of Eli"	"thought-provoking, violence, action, murder"
"tt1034389"	"The Eagle"	"revenge, historical, violence, historical fiction"
"tt1984248"	"Slaughter Is the Best Medicine"	"insanity, revenge, murder"
"tt0171804"	"Boys Don't Cry"	"murder, dramatic, violence, queer, flashback, tragedy, sentimental"
"tt0138097"	"Shakespeare in Love"	"dramatic, romantic, satire"
"tt0118172"	"The Wind in the Willows"	"good versus evil"
"tt0102175"	"Jungle Fever"	"murder"
"tt1569923"	"Batman: Under the Red Hood"	"cult, revenge, neo noir, violence, flashback"
"tt0067713"	"Scars of Dracula"	"good versus evil, violence, gothic"
"tt0087298"	"Friday the 13th: The Final Chapter"	"grindhouse film, murder, cult, horror, violence, insanity, sadist"
"tt0390022"	"Friday Night Lights"	"thought-provoking, dramatic, inspiring, realism, historical"
"tt0327056"	"Mystic River"	"dark, mystery, murder, dramatic, violence, flashback, revenge"
"tt1606267"	"Lafangey Parindey"	"romantic"
"tt0118531"	"One Eight Seven"	"violence, murder"
"tt0038975"	"The Spiral Staircase"	"insanity, suspenseful, murder"
"tt0066550"	"Watermelon Man"	"comedy, blaxploitation"
"tt0816442"	"The Book Thief"	"sentimental"
"tt0044030"	"Show Boat"	"romantic"
"tt0118884"	"Contact"	"boring, thought-provoking, intrigue, flashback, psychedelic, philosophical, tragedy, inspiring"
"tt1531642"	"Charles Beaumont: The Short Life of Twilight Zone's Magic Man"	"dark"
"tt1913166"	"Nurse 3-D"	"violence"
"tt4682786"	"Collateral Beauty"	"home movie"
"tt3716530"	"Elle"	"flashback"
"tt0167190"	"Hellboy"	"comedy, fantasy, gothic, murder, good versus evil, humor, action, sci-fi"
"tt0085551"	"Get Crazy"	"cult"
"tt0098331"	"Silent Night, Deadly Night 3: Better Watch Out!"	"paranormal, murder"
"tt1313104"	"The Cove"	"inspiring, cruelty, storytelling"
"tt1687901"	"The Awakening"	"suspenseful, horror, gothic, atmospheric, haunting"
"tt0091499"	"Maximum Overdrive"	"cult, violence"
"tt0082340"	"Escape from New York"	"dark, neo noir, murder, cult, violence, humor, action, entertaining"
"tt0374546"	"Bom yeoreum gaeul gyeoul geurigo bom"	"romantic, cruelty, murder, atmospheric"
"tt1045670"	"Happy-Go-Lucky"	"dramatic, psychedelic, psychological, entertaining, feel-good"
"tt0114852"	"Village of the Damned"	"paranormal, violence, murder"
"tt1450321"	"Filth"	"psychedelic, murder, flashback"
"tt0817177"	"Flipped"	"revenge, romantic, stupid"
"tt1935859"	"Miss Peregrine's Home for Peculiar Children"	"gothic"
"tt0065569"	"Nachts, wenn Dracula erwacht"	"gothic"
"tt0216216"	"The 6th Day"	"suspenseful, action, murder, sci-fi"
"tt0115798"	"The Cable Guy"	"comedy, boring, stupid, bleak, cult, insanity, humor, satire"
"tt0146675"	"End of Days"	"mystery, neo noir, murder, stupid, violence, flashback, good versus evil, suspenseful"
"tt0281364"	"Wasabi"	"violence, comedy, action"
"tt0105466"	"Stay Tuned"	"horror, satire"
"tt0430634"	"Stick It"	"satire, melodrama"
"tt0082198"	"Conan the Barbarian"	"fantasy, boring, murder, violence, cult, good versus evil, action, revenge, alternate history"
"tt0117218"	"The Nutty Professor"	"comedy, humor"
"tt0070510"	"Paper Moon"	"depressing"
"tt0101452"	"Bill & Ted's Bogus Journey"	"cult, alternate history, historical fiction"
"tt0413099"	"Evan Almighty"	"humor"
"tt0293564"	"Rush Hour 3"	"bleak, violence, comedy, murder"
"tt0082431"	"Galaxy of Terror"	"tragedy, cult, horror, violence, plot twist"
"tt0424345"	"Clerks II"	"cult, comedy, entertaining, humor"
"tt1622979"	"Final Destination 5"	"comedy, mystery, murder, violence"
"tt0058618"	"La strada per Forte Alamo"	"western, murder"
"tt0329774"	"xXx: State of the Union"	"violence, humor, action, murder"
"tt2404435"	"The Magnificent Seven"	"comedy, murder, violence, good versus evil, humor, revenge"
"tt2188965"	"Wolwedans in die Skemer"	"murder"
"tt0113409"	"In the Mouth of Madness"	"comedy, fantasy, gothic, murder, paranormal, cult, violence, flashback, good versus evil, insanity, psychedelic, suspenseful"
"tt0161860"	"Nirgendwo in Afrika"	"cult"
"tt0910905"	"In the Electric Mist"	"mystery, murder"
"tt0056923"	"Charade"	"romantic, humor, murder"
"tt0318155"	"Looney Tunes: Back in Action"	"psychedelic"
"tt0844286"	"The Brothers Bloom"	"revenge, clever, flashback, romantic, entertaining, storytelling"
"tt0335345"	"The Passion of the Christ"	"boring, cult, violence, flashback, good versus evil, insanity, christian film, melodrama, tragedy, sadist"
"tt1099204"	"The Last Confession of Alexander Pearce"	"violence, murder"
"tt2679042"	"Hitman: Agent 47"	"absurd, revenge, murder, violence, flashback"
"tt0077651"	"Halloween"	"gothic, murder, cult, horror, violence, good versus evil"
"tt0460745"	"Chaos Theory"	"romantic, flashback"
"tt1033643"	"What Happens in Vegas"	"comedy, cute, entertaining, romantic"
"tt0073582"	"Profondo rosso"	"psychological, gothic, murder, paranormal, cult, horror, violence, atmospheric, flashback, insanity, psychedelic, humor, suspenseful, sadist"
"tt0087050"	"Children of the Corn"	"murder, paranormal, cult, violence, good versus evil, romantic"
"tt0409630"	"Tekunoraizu"	"neo noir, murder, paranormal, violence, revenge, sci-fi"
"tt0951216"	"Mad Money"	"satire, flashback"
"tt0389828"	"C.S.A.: The Confederate States of America"	"alternate reality, satire, alternate history"
"tt0322259"	"2 Fast 2 Furious"	"cult, murder"
"tt0114134"	"The Pillow Book"	"dark, murder, psychedelic, autobiographical, romantic, revenge"
"tt0105217"	"Raising Cain"	"mystery, psychological, murder, dramatic, cult, flashback"
"tt0248808"	"For the Birds"	"entertaining"
"tt0964517"	"The Fighter"	"dramatic, home movie"
"tt0075809"	"The Car"	"paranormal, cult, murder"
"tt0113033"	"Fast Money"	"murder"
"tt0077834"	"Laserblast"	"cult"
"tt0108160"	"Sleepless in Seattle"	"dramatic, romantic, boring, comedy"
"tt1124035"	"The Ides of March"	"mystery, dramatic, suspenseful, intrigue"
"tt1212974"	"Bitch Slap"	"absurd, cult, comedy, violence, flashback"
"tt0059649"	"Return from the Ashes"	"murder"
"tt0172495"	"Gladiator"	"boring, cruelty, murder, dramatic, violence, cult, psychedelic, action, revenge, historical"
"tt0047127"	"Jail Bait"	"revenge, cult, murder"
"tt0099052"	"Arachnophobia"	"horror, cult, suspenseful, action, comedy"
"tt0059250"	"The Hallelujah Trail"	"violence, comedy"
"tt0054387"	"The Time Machine"	"cult, sci-fi, psychedelic, alternate history, flashback"
"tt2382009"	"Nymphomaniac: Vol. II"	"flashback"
"tt2547584"	"The Light Between Oceans"	"flashback"
"tt0313542"	"Runaway Jury"	"comedy, suspenseful, gothic, murder, boring, revenge, home movie"
"tt0040724"	"Red River"	"revenge, murder"
"tt0056172"	"Lawrence of Arabia"	"murder, cult, violence, atmospheric, flashback, insanity, historical"
"tt0289043"	"28 Days Later..."	"mystery, murder, allegory, cult, violence, horror, thought-provoking, atmospheric, insanity, romantic, suspenseful, entertaining, sci-fi"
"tt0103064"	"Terminator 2: Judgment Day"	"mystery, gothic, murder, cult, alternate reality, violence, flashback, good versus evil, humor, action, romantic, suspenseful, alternate history, sci-fi"
"tt0804555"	"Wrong Turn 2: Dead End"	"violence, murder"
"tt0477348"	"No Country for Old Men"	"comedy, dark, neo noir, murder, boring, suspenseful, realism, dramatic, violence, mystery, atmospheric, plot twist, good versus evil, insanity, tragedy, revenge"
"tt0087928"	"Police Academy"	"comedy, cult, violence, absurd, comic, romantic, entertaining"
"tt0138749"	"The Road to El Dorado"	"cult, action, entertaining"
"tt1001526"	"Megamind"	"comedy, cute, feel-good, good versus evil, satire, romantic, entertaining"
"tt0384642"	"Kicking & Screaming"	"flashback"
"tt1261862"	"Icarus"	"revenge, neo noir, murder, violence"
"tt1185420"	"Dostana"	"romantic, adult comedy"
"tt0066518"	"The Vampire Lovers"	"gothic, murder, paranormal, cult, flashback, revenge"
"tt1441953"	"Testament of Youth"	"flashback"
"tt0455275"	"Prison Break"	"murder"
"tt0079475"	"The Little Convict"	"romantic"
"tt0117665"	"Sleepers"	"cruelty, murder, neo noir, sentimental, thought-provoking, sadist, violence, flashback, revenge, storytelling, prank"
"tt0077663"	"Heaven Can Wait"	"murder"
"tt1608290"	"Zoolander 2"	"murder, intrigue, flashback, absurd, satire, revenge"
"tt0045883"	"Hondo"	"cult, murder, violence"
"tt1131729"	"The Boat That Rocked"	"comedy, entertaining"
"tt0103939"	"Chaplin"	"dramatic, cult, flashback"
"tt0134273"	"8MM"	"mystery, cruelty, murder, neo noir, cult, revenge, violence, suspenseful, sadist"
"tt3393786"	"Jack Reacher: Never Go Back"	"comedy, suspenseful, neo noir, murder, violence, intrigue, flashback, revenge"
"tt1568338"	"Man on a Ledge"	"revenge, suspenseful, comedy, flashback"
"tt0084516"	"Poltergeist"	"mystery, paranormal, cult, horror, haunting, good versus evil, suspenseful"
"tt0276919"	"Dogville"	"comedy, dark, depressing, murder, boring, allegory, cult, dramatic, psychedelic, philosophical, romantic, melodrama, revenge, sadist"
"tt0048757"	"Ukigumo"	"tragedy"
"tt0098622"	"Warlock"	"cult, murder, violence"
"tt0079944"	"Stalker"	"dark, psychological, boring, paranormal, psychedelic, philosophical"
"tt0077928"	"Midnight Express"	"cruelty, murder, bleak, violence, cult, philosophical, romantic, claustrophobic, revenge, sadist"
"tt0058267"	"Kitten with a Whip"	"cult"
"tt0901476"	"Bride Wars"	"comedy, entertaining, romantic, flashback"
"tt0486051"	"Wind Chill"	"paranormal, suspenseful, flashback"
"tt1663662"	"Pacific Rim"	"violence, revenge, flashback, good versus evil, romantic, entertaining"
"tt0088161"	"Splash"	"romantic, entertaining, flashback"
"tt1054122"	"Goemon"	"depressing"
"tt0144117"	"The Boondock Saints"	"comedy, dark, neo noir, murder, cult, violence, flashback, insanity, revenge, queer"
"tt0308878"	"The Shape of Things"	"boring, cruelty, philosophical"
"tt0099395"	"Def by Temptation"	"cult, blaxploitation"
"tt0368933"	"The Princess Diaries 2: Royal Engagement"	"romantic"
"tt0082398"	"For Your Eyes Only"	"revenge, murder, violence"
"tt0039109"	"Willie the Operatic Whale"	"psychedelic"
"tt0107178"	"I Can Make You Love Me"	"violence, romantic"
"tt0048127"	"Gojira no gyakushû"	"cult"
"tt0110622"	"Naked Gun 33 1/3: The Final Insult"	"comedy, boring, cult, flashback, absurd, humor, revenge, entertaining"
"tt0117060"	"Mission: Impossible"	"suspenseful, mystery, action, murder, flashback"
"tt0138524"	"Intolerable Cruelty"	"revenge, comedy, satire, entertaining, romantic"
"tt0942385"	"Tropic Thunder"	"bleak, cult, violence, insanity, humor, satire, comic, entertaining"
"tt0455760"	"Dead Silence"	"revenge, horror, gothic, murder, flashback"
"tt0064169"	"Le clan des Siciliens"	"revenge, murder"
"tt0087127"	"Deathstalker"	"fantasy, cruelty, cult, violence, romantic, entertaining"
"tt0481499"	"The Croods"	"inspiring, comedy"
"tt1865573"	"Bad Kids Go to Hell"	"revenge, comedy, murder, flashback"
"tt0309377"	"Blood Work"	"violence, murder"
"tt0083550"	"Amityville II: The Possession"	"gothic"
"tt2309224"	"Big Bad Wolves"	"revenge, comedy, satire, murder"
"tt0466909"	"The Omen"	"violence, murder"
"tt0857191"	"The Visitor"	"psychedelic, romantic"
"tt0355295"	"The Brothers Grimm"	"comedy, fantasy, gothic, murder, boring, paranormal, cult, sadist, violence, cute, haunting, flashback, psychedelic, revenge, entertaining, storytelling"
"tt1161443"	"Pagafantas"	"comedy, romantic"
"tt0351283"	"Madagascar"	"entertaining, psychedelic, humor, comedy"
"tt0081748"	"Where the Buffalo Roam"	"flashback"
"tt0265086"	"Black Hawk Down"	"murder, realism, anti war, violence, dramatic, tragedy, suspenseful, historical"
"tt0099871"	"Jacob's Ladder"	"psychological, gothic, violence, cult, horror, alternate reality, haunting, flashback, insanity, psychedelic, tragedy"
"tt0114168"	"Powder"	"revenge, cult, romantic, flashback"
"tt0036376"	"Son of Dracula"	"gothic, murder"
"tt0390384"	"Primer"	"boring, thought-provoking, cult, clever, flashback, psychedelic"
"tt1294688"	"Last Night"	"thought-provoking, sentimental"
"tt0074811"	"Le locataire"	"dark, comedy, neo noir, murder, cult, violence, atmospheric, insanity, psychedelic, satire, claustrophobic, revenge"
"tt0083630"	"The Beastmaster"	"cult"
"tt0090859"	"Cobra"	"comedy, mystery, neo noir, murder, violence, cult, humor, action"
"tt0061439"	"Camelot"	"violence, action, romantic, historical fiction"
"tt1179258"	"Chéri"	"flashback"
"tt0300140"	"Lilja 4-ever"	"tragedy, violence, depressing"
"tt0272147"	"Vampires: Los Muertos"	"cult, violence"
"tt0025830"	"The Star Packer"	"murder"
"tt0218922"	"Original Sin"	"suspenseful, boring, murder, violence, flashback"
"tt0035317"	"Sherlock Holmes and the Secret Weapon"	"good versus evil, murder"
"tt0027698"	"The Great Ziegfeld"	"comedy, romantic"
"tt0114194"	"The Prophecy"	"comedy, gothic, neo noir, murder, cult, violence, flashback, good versus evil, insanity, psychedelic, suspenseful, sadist"
"tt0073629"	"The Rocky Horror Picture Show"	"comedy, murder, cult, insanity, psychedelic, queer"
"tt1017460"	"Splice"	"violence, comedy, murder, romantic, flashback"
"tt0265349"	"The Mothman Prophecies"	"paranormal, boring"
"tt0458339"	"Captain America: The First Avenger"	"murder, violence, flashback, good versus evil, action, romantic, sci-fi"
"tt0090881"	"Crawlspace"	"violence"
"tt1136608"	"District 9"	"comedy, boring, mystery, realism, murder, bleak, allegory, cult, violence, atmospheric, flashback, psychedelic, humor, action, satire, alternate history, sentimental"
"tt0368447"	"The Village"	"suspenseful, boring, murder, psychological, stupid, thought-provoking, cult, atmospheric, flashback, plot twist"
"tt0095016"	"Die Hard"	"comedy, mystery, murder, cult, revenge, violence, humor, action, claustrophobic, suspenseful"
"tt0036367"	"So Proudly We Hail!"	"flashback"
"tt0120601"	"Being John Malkovich"	"dark, fantasy, comedy, psychological, whimsical, dramatic, cult, thought-provoking, magical realism, absurd, psychedelic, satire, plot twist, queer"
"tt0290329"	"Bijitâ Q"	"dark, comedy, cruelty, murder, cult, violence, psychedelic, absurd, satire, sadist"
"tt0468489"	"Half Nelson"	"humor, boring"
"tt0466943"	"Randy and the Mob"	"romantic"
"tt1694508"	"2010: Moby Dick"	"insanity"
"tt1087472"	"Safehouse"	"revenge"
"tt0216746"	"Bad Girls from Valley High"	"comedy, cruelty, murder, plot twist, flashback, revenge"
"tt0107943"	"The Remains of the Day"	"romantic"
"tt0365748"	"Shaun of the Dead"	"comedy, dark, boring, murder, stupid, cult, violence, horror, humor, satire, entertaining"
"tt0407121"	"Pooh's Heffalump Movie"	"cute"
"tt0069754"	"The Baby"	"cult, murder"
"tt0420223"	"Stranger Than Fiction"	"avant garde, fantasy, cult, cute, insanity, psychedelic, humor, romantic, storytelling, sentimental"
"tt0132888"	"Blood Freak"	"cult, psychedelic, violence"
"tt0073324"	"Lèvres de sang"	"pornographic, gothic, flashback"
"tt0315983"	"House of Sand and Fog"	"dark, depressing, flashback, melodrama, tragedy, sentimental"
"tt0192657"	"Swiri"	"neo noir, murder, flashback, action, romantic, revenge"
"tt1735485"	"The Tunnel"	"violence, murder, claustrophobic, flashback"
"tt0087909"	"Phenomena"	"mystery, cruelty, suspenseful, murder, paranormal, cult, horror, violence, haunting, flashback, insanity, psychedelic, revenge, sadist"
"tt2077909"	"Zombies: A Living History"	"violence"
"tt0166792"	"Scooby-Doo on Zombie Island"	"horror, psychedelic, suspenseful"
"tt0279111"	"Gods and Generals"	"violence, historical"
"tt0115744"	"Brassed Off"	"romantic"
"tt0429591"	"Aquamarine"	"romantic, fantasy"
"tt0031679"	"Mr. Smith Goes to Washington"	"murder, dramatic, cute, humor, satire, inspiring, sentimental"
"tt0091860"	"River's Edge"	"murder, cult, violence, flashback, melodrama, romantic"
"tt0209095"	"Leprechaun in the Hood"	"cult, violence"
"tt1655442"	"The Artist"	"dramatic, romantic, action, boring, sentimental"
"tt0386117"	"Where the Wild Things Are"	"fantasy, whimsical, cute, psychedelic, romantic, storytelling, sentimental"
"tt1618442"	"The Last Witch Hunter"	"comedy, gothic, murder, paranormal, violence, flashback, good versus evil, psychedelic, revenge"
"tt1142988"	"The Ugly Truth"	"romantic, comedy, cute, entertaining, adult comedy"
"tt1772240"	"Apollo 18"	"suspenseful, boring, home movie"
"tt0077572"	"Force 10 from Navarone"	"psychedelic"
"tt0039305"	"Dead Reckoning"	"plot twist, murder, flashback"
"tt0062374"	"Titicut Follies"	"insanity"
"tt0324197"	"Le temps du loup"	"violence, murder, storytelling"
"tt0073453"	"Night Moves"	"neo noir, murder"
"tt0082533"	"The Howling"	"gothic, murder, violence, cult, suicidal, romantic"
"tt2383068"	"The Sacrament"	"brainwashing, cult, horror, murder, dramatic"
"tt0067334"	"Le Mans"	"flashback"
"tt0486655"	"Stardust"	"comedy, fantasy, gothic, murder, bleak, whimsical, cult, violence, cute, atmospheric, flashback, good versus evil, psychedelic, action, humor, romantic"
"tt0078405"	"The Toolbox Murders"	"violence, cult, cruelty, sadist"
"tt0098084"	"Pet Sematary"	"psychological, gothic, murder, cult, violence, horror, flashback, suspenseful"
"tt0090633"	"An American Tail"	"good versus evil, murder"
"tt0079758"	"Prophecy"	"violence"
"tt0317132"	"Because of Winn-Dixie"	"storytelling, flashback"
"tt0230011"	"Atlantis: The Lost Empire"	"fantasy, murder, violence, cult, flashback, romantic, sci-fi"
"tt0086837"	2010	"cult, boring"
"tt0031448"	"The Hound of the Baskervilles"	"murder, storytelling"
"tt0046911"	"Les diaboliques"	"suspenseful, mystery"
"tt0338325"	"Paparazzi"	"revenge, murder"
"tt0035262"	"Road to Morocco"	"prank"
"tt0938330"	"Silent Hill: Revelation 3D"	"mystery, boring, violence, alternate reality, horror, flashback, revenge"
"tt0070355"	"Magnum Force"	"cult, murder, violence"
"tt0865907"	"Into the Blue 2: The Reef"	"violence, murder"
"tt0372884"	"Eating Out"	"romantic, flashback"
"tt0192614"	"The Skulls"	"murder, flashback"
"tt0111143"	"The Shadow"	"gothic, murder, neo noir, paranormal, cult, good versus evil, brainwashing"
"tt0318403"	"The Lion King 1½"	"psychedelic, entertaining"
"tt0196229"	"Zoolander"	"comedy, murder, stupid, bleak, cult, flashback, absurd, psychedelic, satire, brainwashing, entertaining"
"tt0076590"	"Rabid"	"cult, horror, murder"
"tt1582507"	"House at the End of the Street"	"psychological, murder, flashback"
"tt0055257"	"One-Eyed Jacks"	"revenge, cult"
"tt0833476"	"Jhoom Barabar Jhoom"	"romantic"
"tt0084827"	"TRON"	"fantasy, mystery, allegory, cult, alternate reality, psychedelic, action, comic, revenge, sci-fi"
"tt0074991"	"Obsession"	"violence, neo noir, flashback"
"tt0892791"	"Shrek Forever After"	"comedy, fantasy, action"
"tt1058017"	"The Invention of Lying"	"bleak, alternate reality, flashback, satire, philosophical, entertaining, storytelling"
"tt0127349"	"Waking the Dead"	"anti war, dramatic, murder, flashback"
"tt0114609"	"Tales from the Hood"	"violence, murder, blaxploitation"
"tt2417854"	"Lucky Bastard"	"violence, cruelty, murder, sadist"
"tt0295701"	"xXx"	"psychedelic, cult, comedy, action, murder"
"tt0098309"	"She-Devil"	"revenge, comedy"
"tt0072684"	"Barry Lyndon"	"boring, cruelty, atmospheric, melodrama"
"tt0054038"	"The Lost World"	"revenge"
"tt1074638"	"Skyfall"	"dark, suspenseful, boring, murder, psychological, stupid, mystery, violence, atmospheric, good versus evil, psychedelic, humor, action, revenge, entertaining"
"tt0041462"	"High Diving Hare"	"psychedelic"
"tt1798684"	"Southpaw"	"violence, flashback"
"tt0412142"	"House M.D."	"comedy, humor, adult comedy"
"tt0065744"	"Le frisson des vampires"	"pornographic, psychedelic, murder, gothic"
"tt0107616"	"Much Ado About Nothing"	"comedy, cute, intrigue, feel-good, psychedelic, romantic, revenge, prank"
"tt0027260"	"After the Thin Man"	"comedy, mystery, murder, insanity, psychedelic, revenge"
"tt0067065"	"Escape from the Planet of the Apes"	"alternate history, murder, flashback"
"tt0271027"	"Kiss of the Dragon"	"comedy, murder, violence, cult, action, suspenseful"
"tt0172493"	"Girl, Interrupted"	"insanity, dramatic, autobiographical, psychological, melodrama"
"tt0461872"	"Human Trafficking"	"violence, murder"
"tt0805564"	"Lars and the Real Girl"	"comedy, boring, psychological, cute, feel-good, psychedelic, romantic, sentimental"
"tt0092906"	"Dolls"	"good versus evil, cult, comedy, psychedelic, violence"
"tt0383717"	"Wilby Wonderful"	"comedy"
"tt2488496"	"Star Wars: Episode VII - The Force Awakens"	"good versus evil, revenge, humor, murder, violence"
"tt4352354"	"A Wound in Time"	"realism"
"tt1670345"	"Now You See Me"	"clever, revenge, comedy, entertaining, flashback"
"tt0800369"	"Thor"	"comedy, boring, cult, violence, flashback, good versus evil, action, romantic, entertaining"
"tt0105695"	"Unforgiven"	"suspenseful, realism, murder, bleak, revenge, sadist"
"tt0112573"	"Braveheart"	"murder, dramatic, violence, action, romantic, inspiring, revenge, historical"
"tt0099044"	"Another 48 Hrs."	"comedy, suspenseful, neo noir, murder, violence, action, revenge"
"tt1396523"	"Revenge of the Green Dragons"	"murder"
"tt0286499"	"Bend It Like Beckham"	"thought-provoking, cute, queer, feel-good, romantic, entertaining, sentimental"
"tt0047472"	"Seven Brides for Seven Brothers"	"romantic"
"tt0071141"	"Angst essen Seele auf"	"romantic, melodrama"
"tt1034032"	"Gamer"	"comedy, dark, murder, stupid, cult, alternate reality, flashback, action, satire"
"tt0050111"	"Ali Baba Bunny"	"psychedelic"
"tt0300471"	"Shanghai Knights"	"entertaining, revenge, murder, violence, bleak"
"tt0146838"	"Any Given Sunday"	"violence"
"tt0252480"	"The Grey Zone"	"dramatic, murder, flashback"
"tt0062430"	"Valley of the Dolls"	"tragedy, cult, melodrama"
"tt0801526"	"The Tracey Fragments"	"flashback"
"tt0090057"	"Spookies"	"cult, murder, romantic"
"tt0097021"	"La casa nel tempo"	"paranormal, insanity, violence, comedy, murder"
"tt0155267"	"The Thomas Crown Affair"	"mystery, comedy, boring, romantic"
"tt0081777"	"Xanadu"	"cult, flashback"
"tt2557490"	"A Million Ways to Die in the West"	"murder, adult comedy, flashback, satire, comic, entertaining"
"tt0050986"	"Smultronstället"	"psychedelic, comedy, flashback"
"tt0420294"	"The Texas Chainsaw Massacre: The Beginning"	"violence, cruelty, murder, sadist"
